recency,frequency,monetary
477,1,14.37
477,1,12.97
86,1,29.64
477,1,13.97
477,1,20.16
477,1,9.98
477,1,31.0
477,1,34.73
24,3,170.86
477,1,39.71
342,2,49.48
216,2,157.69
472,1,36.96
23,6,416.09
312,1,36.93
477,1,29.33
30,3,241.51
370,1,44.89
130,1,30.35
422,2,181.19
477,1,55.66
445,1,92.56
476,1,138.4
370,2,136.07
477,1,21.54
465,1,38.74
475,1,27.77
336,3,90.03
169,1,45.34
27,4,287.5
51,5,295.66
477,1,33.76
116,2,138.09
475,1,14.37
477,1,29.98
384,2,224.64
452,2,56.25
477,1,35.32
269,2,76.01
453,2,41.92
477,1,16.3
323,2,153.01
477,1,12.49
472,1,21.75
476,1,36.5
477,1,19.77
1,3,309.65
476,1,20.9
139,4,383.28
475,1,11.77
443,2,199.21
370,2,37.91
27,1,28.95
476,1,14.99
33,1,45.73
341,2,93.76
106,3,327.19
47,2,81.38
476,1,13.97
136,2,130.14
476,1,45.28
476,1,12.77
476,1,5.78
476,1,19.98
371,2,67.82
476,1,14.96
476,1,47.97
120,6,794.86
476,1,75.09
476,1,8.77
280,1,27.95
221,2,72.61
476,1,23.96
476,1,77.13
339,2,42.46
264,2,56.29
107,2,88.14
476,1,72.87
44,7,1227.52
309,1,24.54
476,1,106.28
224,4,320.82
473,1,24.97
441,2,39.5
28,6,1199.86
476,1,23.54
272,1,46.24
476,1,243.25
358,1,29.92
47,2,91.6
476,1,11.77
198,5,273.95
73,3,113.29
476,1,34.14
476,1,42.31
427,2,51.02
136,3,410.59
18,3,231.65
476,1,25.54
2,3,82.02
0,2,137.77
476,1,11.97
200,1,140.2
439,2,192.97
124,3,118.93
334,1,21.54
313,3,346.83
476,1,47.98
461,2,61.39
459,2,37.51
88,2,251.51
476,1,9.97
476,1,13.97
476,1,11.77
102,4,231.14
476,1,11.77
6,2,92.01
476,1,25.73
445,2,43.48
307,3,165.76
476,1,21.68
308,2,258.58
476,1,28.97
476,1,14.96
475,1,27.94
98,2,57.83
449,2,63.88
286,1,35.98
475,1,34.6
476,1,21.99
476,1,19.99
476,1,17.3
476,1,25.74
48,4,281.56
476,1,50.47
123,2,63.19
0,3,233.36
476,1,15.36
462,2,58.53
439,1,55.07
456,2,96.97
270,2,33.23
346,2,164.25
344,2,51.71
476,1,11.77
476,1,100.04
102,2,109.79
476,1,14.37
449,1,26.73
86,2,138.62
15,2,64.15
301,2,99.58
476,1,41.82
465,1,27.94
476,2,41.72
476,1,29.75
473,1,30.72
473,1,21.75
154,2,205.7
192,2,51.77
231,3,122.67
463,1,39.37
476,1,14.99
230,2,130.02
3,4,157.08
476,1,9.77
196,2,45.3
8,2,165.35
476,1,29.92
237,3,139.08
200,4,282.6
95,3,139.29
61,3,173.85
476,1,20.99
476,1,11.77
476,1,38.31
475,1,57.9
476,1,14.96
327,3,283.66
46,2,65.67
476,1,57.46
67,4,433.56
476,1,28.99
265,3,99.18
29,6,564.28
476,1,11.77
473,1,20.99
315,4,399.65
223,4,193.27
83,3,173.92
476,1,14.99
476,1,14.99
476,1,12.49
389,2,167.82
476,1,25.58
476,1,46.37
174,2,103.56
476,1,34.27
63,3,427.69
476,1,14.96
337,1,160.82
72,2,63.44
236,3,118.76
476,1,9.98
476,1,42.77
362,2,53.66
476,1,57.86
476,1,13.97
476,1,26.14
476,1,41.49
476,1,22.99
345,1,28.45
476,1,16.37
476,1,21.76
337,3,94.94
455,1,88.21
476,1,31.92
476,1,15.96
337,2,100.8
476,1,14.96
207,5,364.75
476,1,399.63
98,4,539.11
119,2,69.3
476,1,27.94
476,1,56.1
476,1,46.29
57,1,77.5
476,1,14.37
476,1,43.89
97,5,280.74
273,1,47.48
476,1,9.99
233,5,356.4
470,2,98.53
476,1,9.77
29,2,110.9
476,1,13.97
131,1,27.46
267,2,73.01
476,1,9.99
476,1,14.37
102,3,182.51
161,1,25.46
476,1,11.77
476,1,24.14
476,1,12.77
211,2,78.95
142,4,343.33
371,2,84.59
14,1,26.54
265,1,133.77
38,2,63.51
476,1,10.77
449,4,129.51
379,3,131.24
476,1,11.77
476,1,15.36
106,2,120.9
476,1,33.92
32,3,218.14
113,3,128.93
476,1,13.97
476,1,29.33
476,1,24.56
476,1,14.96
476,1,71.25
124,2,113.15
111,3,199.82
476,1,14.37
306,1,36.89
31,2,130.8
223,1,35.45
371,2,134.5
32,2,189.88
476,1,25.74
476,1,12.49
457,2,81.09
476,1,37.33
476,1,8.77
476,1,15.36
126,3,154.13
476,1,5.78
476,1,19.99
476,1,55.49
476,1,11.78
476,1,12.77
476,1,36.51
476,1,15.36
225,1,37.45
476,1,6.77
476,1,19.99
19,3,228.33
435,2,31.77
476,1,14.96
476,1,39.99
476,1,29.58
474,1,29.98
374,3,142.07
476,1,15.96
476,1,12.49
476,1,30.92
475,1,210.13
473,1,12.49
415,1,38.51
370,2,67.44
104,1,40.45
298,2,111.47
475,1,51.69
476,1,29.33
87,2,98.22
134,2,103.22
476,1,70.87
476,1,36.86
476,1,14.96
475,1,29.99
476,1,14.37
476,1,41.31
475,1,38.1
475,1,18.54
203,3,88.87
475,1,14.96
450,2,95.24
333,3,362.11
475,1,43.54
325,2,84.15
475,1,25.73
415,1,30.32
475,1,28.74
475,1,15.36
475,1,14.37
475,1,25.13
469,1,68.7
475,1,9.97
475,1,27.53
369,2,98.03
378,2,54.87
0,1,156.6
93,2,94.76
475,1,10.77
475,1,39.64
475,1,16.99
475,1,47.97
135,2,52.57
475,1,9.97
202,3,191.34
289,4,595.19
475,1,5.98
8,4,235.98
251,1,70.88
475,1,24.93
70,1,55.71
475,1,24.54
418,2,123.95
475,1,6.77
475,1,37.73
171,4,208.05
321,2,99.48
236,4,207.0
475,1,42.3
194,3,100.55
475,1,74.48
80,2,59.31
64,4,300.98
475,1,29.98
452,3,242.77
475,1,11.77
473,1,39.9
261,3,228.73
338,2,59.27
231,3,327.78
475,1,32.97
409,2,112.52
364,2,17.54
475,1,99.75
444,2,103.3
25,2,115.57
475,1,9.58
475,1,57.54
463,2,89.98
475,1,13.97
475,1,34.76
475,1,37.47
230,1,172.83
60,4,290.88
396,1,19.74
13,5,1747.58
475,1,34.71
475,1,68.23
435,3,114.94
55,5,523.2
474,1,100.52
102,2,97.03
174,3,132.2
475,1,4.79
56,5,302.73
475,1,13.97
475,1,14.9
475,1,5.78
471,1,30.35
475,1,40.33
475,1,10.77
475,1,29.92
475,1,23.54
6,5,300.76
392,2,92.7
65,3,158.23
74,4,261.35
253,2,56.83
475,1,13.58
475,1,28.13
296,2,78.56
420,1,19.28
475,1,42.7
46,3,113.47
454,3,89.2
232,1,54.95
475,1,27.94
209,3,153.11
359,2,96.75
475,1,15.36
475,1,15.56
475,1,45.68
82,2,116.98
475,1,6.79
475,1,15.36
475,1,12.77
404,1,38.51
475,1,33.96
260,2,38.95
237,2,68.15
335,2,74.32
475,1,14.37
88,3,112.18
40,2,62.23
116,2,55.82
475,1,15.36
475,1,33.95
20,1,126.02
380,2,59.29
475,1,15.36
27,3,160.3
333,2,55.69
475,1,5.78
475,1,46.93
138,4,649.94
475,1,91.47
27,1,39.25
475,1,43.47
475,1,32.07
475,1,22.54
459,1,30.74
475,1,35.13
118,2,69.13
475,1,21.37
95,2,100.33
475,1,14.37
475,1,26.56
366,1,49.87
145,2,173.08
475,1,31.76
475,1,11.77
475,1,43.29
475,1,12.77
475,1,12.97
475,1,12.49
475,1,12.49
17,1,48.35
456,1,27.94
475,1,14.96
475,1,9.97
475,1,28.34
475,1,14.37
475,1,38.9
475,1,10.77
287,8,640.49
19,8,568.35
475,1,12.49
475,1,14.96
124,2,108.08
475,1,11.77
475,1,17.9
335,3,209.09
155,2,175.45
475,1,15.96
475,1,40.28
475,1,16.9
445,2,57.85
473,1,54.46
35,5,766.04
473,1,28.73
469,2,75.69
475,1,26.77
464,2,49.36
358,1,27.94
475,1,13.97
125,3,166.26
475,1,47.48
186,2,62.21
130,3,126.55
475,1,11.77
475,1,14.96
475,1,56.47
475,1,6.79
458,2,39.1
475,1,29.94
465,1,25.93
472,1,19.96
475,1,56.98
474,1,38.75
368,1,16.76
475,1,11.77
475,1,69.45
440,2,63.9
475,1,11.77
297,2,124.88
109,4,339.22
20,5,476.75
475,1,32.37
118,1,29.35
475,1,14.37
475,1,74.95
396,3,310.72
15,1,30.19
475,1,46.98
0,11,1592.76
475,1,35.97
464,1,29.33
475,1,14.96
475,1,11.77
475,1,138.77
465,2,93.63
60,2,46.22
465,1,14.39
474,1,11.58
392,2,45.9
475,1,16.36
475,1,22.54
448,1,29.54
335,2,213.84
465,1,19.99
475,1,12.77
475,1,10.77
475,1,11.77
475,1,26.93
475,1,20.3
475,1,283.97
311,1,29.33
475,1,11.77
475,1,40.74
26,3,104.75
475,1,35.31
475,1,9.77
425,2,76.55
475,1,9.97
475,1,19.99
459,2,95.2
475,1,15.96
475,1,10.0
211,1,21.26
475,1,38.91
475,1,13.97
475,1,18.99
475,1,19.95
423,2,116.65
475,1,14.37
475,1,24.99
475,1,17.7
329,3,232.87
302,2,267.28
475,1,12.97
475,1,13.97
51,2,113.27
475,1,14.37
475,1,16.96
53,3,210.83
475,1,42.3
137,4,313.31
475,1,13.97
475,1,26.99
117,5,579.67
57,6,1063.5
475,1,6.77
194,2,37.95
475,1,11.77
475,1,14.79
475,1,14.96
161,2,100.61
464,2,43.92
475,1,13.99
8,9,1687.52
58,3,286.62
106,2,55.96
475,1,17.7
475,1,36.51
475,1,14.79
264,3,127.64
475,1,13.97
475,1,8.77
475,1,33.74
373,1,26.73
294,2,56.06
475,1,14.96
475,1,17.9
475,1,13.97
475,1,13.77
475,1,5.99
272,3,120.14
475,1,18.95
469,1,17.56
246,2,77.16
474,1,137.41
348,2,37.71
108,3,228.3
461,1,31.32
474,1,11.77
66,1,50.8
49,4,284.98
474,1,10.77
62,5,447.09
406,1,33.74
474,1,16.7
474,1,23.54
287,2,34.95
474,1,22.77
474,1,15.36
91,2,175.11
474,1,15.36
167,2,54.23
469,1,71.74
474,1,53.97
442,4,459.66
49,1,69.53
474,1,4.79
474,1,6.79
474,1,26.56
118,3,83.62
474,1,74.63
85,2,61.86
474,1,54.85
474,1,4.79
474,1,11.97
399,2,61.73
474,1,11.77
97,1,57.48
474,1,15.36
473,1,43.72
455,2,93.0
314,2,96.03
472,2,35.31
447,1,27.94
474,1,29.92
472,2,85.02
474,1,74.65
474,1,11.78
374,2,74.74
474,1,54.74
20,4,331.34
474,1,34.91
474,1,102.35
474,1,13.97
474,1,14.98
21,3,82.63
350,2,57.67
368,1,34.36
199,3,496.99
122,1,43.64
474,1,14.37
472,1,82.79
474,1,10.99
474,1,9.99
144,1,23.98
19,4,169.51
474,1,20.74
49,5,521.01
474,1,11.77
74,2,154.27
474,1,10.77
28,3,163.08
474,1,29.98
474,1,26.14
474,1,23.99
474,1,12.49
474,1,14.79
86,3,319.3
11,5,246.49
16,2,120.14
211,4,234.93
474,1,20.99
412,1,31.73
436,2,39.11
473,1,26.73
474,2,35.31
474,1,15.36
3,6,1042.48
474,1,14.96
13,5,350.22
474,1,15.36
474,1,12.49
71,4,463.81
206,1,49.85
474,1,37.49
474,1,26.73
473,2,47.3
474,1,17.3
474,1,93.4
474,1,21.75
474,1,12.49
474,1,11.77
427,1,24.74
474,1,20.75
189,2,83.13
46,2,45.31
474,1,42.77
474,1,63.64
101,4,244.05
474,1,29.13
258,2,128.28
34,2,69.93
474,1,11.77
474,1,11.77
474,1,103.99
474,1,29.97
284,3,98.79
474,1,59.99
474,1,9.99
473,1,54.93
162,4,234.1
16,2,133.0
116,1,61.47
474,1,14.96
365,2,58.99
474,1,29.98
474,1,20.99
474,1,21.75
474,1,11.77
110,1,82.52
460,2,56.07
232,2,126.09
474,1,68.31
474,1,3.99
474,1,26.14
474,1,4.79
371,1,26.76
474,1,20.99
474,1,12.97
428,2,38.51
474,1,18.36
473,1,88.18
474,1,14.37
366,2,114.32
474,1,13.97
474,1,29.33
473,1,10.77
248,3,226.14
419,2,130.52
275,1,36.73
104,1,82.95
474,1,11.77
101,3,301.54
201,3,121.94
474,1,16.38
474,1,34.29
25,3,94.64
418,2,87.1
474,1,33.51
304,4,344.82
474,1,20.99
292,1,25.96
474,1,14.96
474,1,15.7
84,4,245.16
472,1,191.91
58,2,171.77
474,1,17.36
84,3,165.99
474,1,41.56
343,3,300.13
132,4,404.31
474,1,13.97
362,3,153.03
474,1,42.91
469,2,78.0
474,1,19.99
45,1,135.96
371,2,55.07
474,1,6.79
327,1,28.69
108,1,64.25
168,1,53.24
474,1,48.49
75,2,43.93
466,1,27.13
474,1,8.97
474,1,79.46
474,1,48.08
466,2,52.68
474,1,81.86
474,1,44.97
95,2,88.14
178,4,200.07
63,2,79.26
469,1,27.56
474,1,24.74
95,2,204.72
474,1,11.77
47,2,114.64
474,1,37.51
430,1,15.96
474,1,14.96
4,4,355.99
12,2,68.45
474,1,4.99
468,2,28.88
474,1,15.76
474,1,11.77
474,1,33.72
390,2,51.95
271,1,58.55
474,1,12.49
132,2,41.97
304,2,130.58
260,2,43.47
436,3,128.18
474,1,30.97
23,3,111.89
208,2,175.36
474,1,5.78
436,1,34.14
340,2,55.7
257,1,38.75
124,5,250.72
474,1,32.33
474,1,46.71
474,1,25.25
118,1,32.26
405,2,65.24
461,2,35.31
474,1,41.5
474,1,15.36
474,1,19.99
324,2,66.25
467,1,67.02
474,1,41.13
472,1,9.97
202,2,76.68
361,2,47.08
474,1,14.96
474,1,17.3
363,2,110.69
474,1,65.73
25,3,153.5
93,2,105.44
108,1,106.82
474,1,11.77
474,1,14.96
474,1,28.34
474,1,25.54
474,1,27.94
12,9,1120.61
253,2,118.4
474,1,35.77
474,1,13.97
411,2,76.98
337,2,112.17
473,1,92.44
100,2,37.94
163,2,139.81
65,3,527.41
474,1,13.77
155,4,218.67
474,1,7.78
444,1,49.3
474,1,14.37
49,3,122.09
474,1,17.96
474,1,21.99
474,1,46.37
474,1,28.99
473,1,12.97
472,1,14.79
19,2,58.63
428,3,105.94
474,1,14.99
474,1,18.99
245,2,34.95
369,3,126.48
404,1,24.96
467,1,34.54
473,1,14.37
393,1,28.73
96,1,43.45
473,1,11.77
280,3,207.34
473,1,82.83
8,2,112.46
201,2,56.44
463,1,15.36
295,2,39.1
465,1,11.77
457,1,29.13
473,1,34.91
19,2,115.22
473,1,22.74
218,3,115.59
473,1,15.36
473,1,83.74
50,2,72.62
473,1,13.97
92,3,225.24
473,1,28.74
473,1,17.54
263,2,52.96
473,1,12.49
473,1,14.79
473,1,20.99
473,1,36.73
473,1,13.77
105,3,249.09
473,1,44.37
155,1,83.31
473,1,90.89
29,2,169.21
473,1,79.2
473,1,27.94
473,1,24.87
45,2,66.96
429,2,48.67
473,1,35.95
470,1,69.07
4,5,606.9
304,1,26.96
225,2,78.75
473,1,30.92
6,2,68.37
463,2,101.31
473,1,26.74
473,1,13.97
473,1,17.9
440,1,35.91
473,1,9.97
235,1,108.28
91,3,762.85
473,1,22.15
137,2,55.8
473,1,38.5
473,1,28.53
473,1,72.02
473,1,13.97
473,1,49.28
222,4,551.99
473,1,19.99
473,1,22.48
473,1,42.14
415,2,137.39
467,1,39.98
473,1,10.77
406,1,34.91
91,2,175.95
473,1,15.96
473,1,47.68
473,1,14.37
473,1,25.48
473,1,11.77
72,3,96.7
44,3,112.62
65,1,27.45
473,1,10.97
473,1,31.92
72,6,676.11
473,1,11.97
473,1,10.77
473,1,9.98
473,1,17.3
446,1,51.87
473,1,24.98
473,1,9.77
473,1,11.77
22,5,359.11
118,3,113.19
473,1,349.9
473,1,71.22
472,1,10.77
18,3,180.13
300,2,41.5
473,1,13.97
451,1,25.35
473,1,13.97
106,3,184.69
473,1,121.66
41,2,210.03
473,1,63.7
473,1,12.49
473,1,14.79
473,1,11.77
5,3,96.07
174,2,120.27
109,1,25.95
468,1,138.45
33,2,68.4
473,1,12.77
473,1,159.98
437,2,58.05
339,2,72.82
369,2,51.71
471,1,9.98
4,3,388.89
54,1,33.43
449,3,427.36
473,1,87.02
125,2,134.73
473,1,16.36
473,1,27.77
147,2,75.67
124,5,411.07
473,1,12.77
302,1,90.86
368,2,154.65
473,1,15.36
467,2,30.31
12,2,139.11
473,1,11.77
56,3,163.93
318,4,247.64
205,4,180.94
440,2,80.54
473,1,13.58
473,1,14.96
45,3,211.16
473,1,14.77
442,1,68.76
467,1,26.14
473,1,9.97
198,2,210.88
473,1,67.97
191,1,49.71
434,2,68.67
21,4,232.81
473,1,37.55
473,1,17.36
473,1,74.25
473,1,26.53
396,2,37.23
403,1,31.76
473,1,17.9
208,2,32.95
354,2,121.23
473,1,55.98
41,3,121.67
11,2,44.97
44,2,140.1
214,1,185.37
121,1,30.96
159,1,38.72
435,3,91.77
466,1,27.13
473,1,56.96
85,4,192.72
99,3,257.03
340,1,75.81
37,3,182.61
473,1,12.49
473,1,13.97
43,3,177.96
473,1,15.36
472,1,38.31
204,1,61.71
96,3,377.07
473,1,14.37
473,1,25.77
473,1,11.97
8,4,305.37
473,1,14.96
473,1,42.71
256,2,234.48
123,2,52.22
473,1,11.77
13,3,205.58
473,1,18.99
473,1,13.97
473,1,30.99
430,2,61.84
437,2,83.5
119,1,22.26
466,1,14.99
204,2,92.86
473,1,43.7
230,2,185.45
460,2,71.49
0,4,272.12
470,1,17.7
335,2,80.42
288,2,74.28
469,1,16.77
473,1,33.31
473,1,6.77
207,3,260.08
211,2,103.32
109,4,471.5
473,1,15.36
473,1,68.43
230,2,84.98
414,1,31.32
473,1,16.36
473,1,23.95
119,4,189.03
14,4,219.57
473,1,18.36
100,3,156.41
69,3,223.47
283,1,31.95
372,3,122.88
473,1,14.37
473,1,13.97
295,1,133.14
473,1,9.77
473,1,31.67
473,1,20.99
466,1,39.35
371,2,126.05
473,1,9.99
473,1,14.96
437,2,61.44
473,1,16.3
203,3,119.81
371,1,25.13
211,3,186.38
292,3,139.1
34,2,73.7
431,1,29.72
8,2,79.49
472,1,69.98
70,2,110.22
473,1,54.29
473,1,30.32
462,2,42.71
473,1,17.7
461,2,44.29
472,1,59.85
472,1,12.97
472,1,9.77
80,3,180.41
29,2,120.72
472,1,29.75
472,1,32.32
472,1,11.78
308,3,174.24
35,6,1307.84
470,1,41.08
472,1,45.26
472,1,38.95
472,1,13.97
408,3,246.8
472,1,13.97
101,2,73.22
472,1,14.96
472,1,13.97
452,1,28.74
472,1,39.31
472,1,25.74
472,1,66.31
472,1,44.32
472,1,45.88
472,1,42.57
472,1,10.77
472,1,29.99
14,2,176.17
472,1,5.78
338,2,136.79
472,1,13.77
472,1,88.41
472,1,14.99
114,3,212.64
472,1,43.7
472,1,13.97
472,1,13.97
444,2,34.24
472,1,5.98
448,1,46.2
472,1,11.77
472,1,34.56
382,3,221.51
472,1,13.97
472,1,121.29
472,1,31.69
472,1,40.11
472,1,29.98
472,1,38.13
61,4,568.41
247,2,169.2
472,1,15.36
74,9,3077.45
357,1,29.73
274,2,119.44
78,2,316.34
465,1,27.48
38,3,203.38
472,1,35.31
443,2,41.1
148,2,41.8
172,2,156.78
472,1,77.6
29,2,84.23
202,2,92.79
472,1,53.36
68,1,106.42
270,1,40.35
472,1,35.51
411,1,172.27
32,1,42.43
472,1,15.36
472,1,11.77
472,1,70.05
472,1,14.96
472,1,12.99
52,3,840.92
106,2,145.66
452,2,115.51
108,8,1554.08
195,2,167.76
472,1,11.77
472,1,21.74
251,2,51.5
341,2,74.63
191,3,153.92
472,1,34.98
423,2,54.5
400,2,257.98
472,1,13.97
456,1,28.14
165,3,113.52
472,1,13.97
472,1,84.41
39,3,218.51
71,2,65.75
94,2,155.64
472,1,26.73
98,2,136.53
28,7,1024.88
121,1,30.48
472,1,132.71
142,2,136.45
472,1,17.36
472,1,13.97
472,1,19.95
372,3,185.62
472,1,23.99
472,1,20.74
3,6,1031.04
429,2,97.03
46,4,306.2
472,1,48.98
472,1,32.56
103,3,191.3
13,3,89.56
45,3,209.71
108,4,164.44
129,1,35.76
472,1,25.77
45,4,404.45
472,1,15.36
367,3,123.57
460,2,46.08
472,1,14.96
100,1,83.44
472,1,221.46
472,1,48.16
101,2,56.34
133,2,127.98
472,1,11.77
472,1,13.97
96,3,172.05
219,3,187.42
472,1,11.77
472,1,104.56
198,2,79.17
421,2,58.28
472,1,103.21
204,3,191.18
472,1,29.75
472,2,38.11
465,2,54.3
156,1,22.65
271,2,41.72
472,1,63.98
472,1,16.7
385,2,73.84
471,1,45.09
472,1,44.29
472,1,31.6
472,1,43.97
472,1,132.97
472,1,11.77
396,2,116.68
360,2,68.03
173,3,264.45
472,1,41.48
188,4,266.87
308,1,51.48
472,1,21.99
464,2,41.72
472,1,10.77
472,1,33.09
32,3,250.24
472,1,20.99
472,1,28.07
190,2,56.71
472,1,21.97
58,3,151.59
139,1,78.77
86,1,48.61
289,2,121.04
466,1,30.67
143,2,72.38
472,1,24.74
472,1,14.37
188,1,95.83
472,1,13.97
108,1,210.45
472,1,12.99
118,2,46.45
313,1,217.71
472,1,19.97
472,1,24.98
472,1,27.94
50,1,22.65
207,3,145.77
472,1,14.96
112,1,105.75
360,2,47.08
472,1,6.79
472,1,11.77
471,1,40.73
15,4,213.72
96,2,73.94
472,1,30.72
472,1,12.49
471,1,14.96
249,1,54.91
472,1,52.77
462,2,29.33
114,1,35.47
19,1,21.35
0,2,163.61
465,1,30.32
472,1,14.37
94,2,81.7
472,1,27.77
445,2,62.63
457,2,73.07
356,1,37.24
472,1,11.77
359,2,63.63
472,1,14.96
472,1,11.77
472,1,18.76
122,2,116.83
472,1,103.74
200,2,61.47
472,1,44.88
115,2,277.24
472,1,57.05
472,1,11.97
24,5,211.84
198,2,148.95
472,1,25.74
102,3,218.72
472,1,11.77
472,1,39.98
472,1,48.28
472,1,11.77
472,1,49.75
27,3,204.64
428,1,36.74
464,1,24.09
213,2,51.74
472,1,14.37
466,1,69.93
364,2,336.04
182,1,56.97
166,2,160.24
471,1,34.26
471,1,24.99
13,3,113.41
471,1,21.37
471,1,27.76
471,1,73.02
299,2,198.74
208,2,35.44
454,2,102.45
242,1,55.65
471,1,64.11
471,1,11.77
320,2,154.8
44,2,186.31
56,1,79.48
50,7,721.2
471,1,29.97
471,1,120.97
459,1,69.98
94,3,113.98
471,1,30.72
216,1,37.75
471,1,11.77
264,1,122.7
462,2,44.49
17,3,269.69
465,1,15.36
471,1,40.76
471,1,68.61
471,1,51.28
471,1,25.94
257,2,73.56
226,2,139.53
246,2,133.07
157,1,50.25
471,1,9.98
126,3,192.36
182,2,107.29
471,1,18.7
471,1,15.99
15,2,95.38
471,1,44.29
226,2,39.47
471,1,9.98
471,1,13.97
471,1,11.77
5,3,141.89
471,1,12.77
471,1,37.91
471,1,14.96
460,2,114.75
471,1,37.71
393,2,191.56
444,2,70.05
115,2,119.1
471,1,10.77
471,1,30.92
471,1,12.49
471,1,54.33
471,1,62.45
471,1,9.97
255,2,74.86
471,1,23.54
471,1,63.68
230,2,303.3
471,1,21.97
471,1,6.79
6,3,97.22
471,1,16.99
49,3,257.22
471,1,9.98
471,1,24.13
471,1,12.49
324,1,33.07
393,4,341.22
22,2,92.35
471,1,19.99
471,1,11.77
464,1,49.13
471,1,57.08
234,3,214.06
74,2,63.29
471,1,11.77
471,1,13.97
107,2,77.82
108,2,245.12
471,1,19.95
471,1,10.97
471,1,5.98
79,3,110.66
471,1,86.02
217,1,89.1
10,1,101.34
418,2,70.27
395,2,113.85
471,1,25.77
39,2,50.75
28,3,120.01
471,1,23.54
36,1,38.48
84,2,73.2
471,1,14.77
471,1,51.68
471,1,10.77
471,1,19.99
167,2,112.25
471,1,14.96
19,3,145.03
471,1,14.96
6,2,259.79
471,1,7.98
471,1,13.97
471,1,97.97
52,3,107.82
471,1,13.97
467,1,11.77
29,3,99.97
339,1,94.79
471,1,55.48
200,3,190.41
471,1,12.97
471,1,33.99
47,6,728.34
180,6,382.01
56,1,82.11
106,1,24.26
471,1,43.53
54,3,281.94
471,1,20.99
471,1,19.99
39,4,325.18
471,1,12.77
24,3,313.45
78,4,211.3
406,2,48.28
471,1,22.95
265,2,130.9
126,2,104.73
469,1,59.25
117,1,32.47
469,2,46.08
471,1,13.97
22,2,63.95
2,4,191.18
429,2,77.69
471,1,11.98
421,1,96.59
47,8,1228.36
471,1,10.77
471,1,12.49
471,1,12.77
405,3,158.83
471,1,61.88
221,2,98.45
471,1,41.95
471,1,28.93
469,1,97.19
471,1,26.67
471,1,17.99
440,2,44.69
471,1,14.99
471,1,12.97
471,1,24.99
377,1,103.43
470,1,6.77
4,2,85.92
471,1,13.97
330,1,20.76
471,1,32.52
471,1,19.77
441,2,41.91
471,1,9.97
471,1,48.0
469,1,14.96
40,5,441.05
471,1,11.77
153,2,51.5
470,1,9.98
471,1,11.99
160,2,98.98
470,2,237.57
471,1,11.77
471,1,29.58
262,1,55.73
471,1,19.99
471,1,97.05
471,1,14.37
178,3,167.1
405,2,78.5
460,2,59.59
471,1,14.99
471,1,15.36
471,1,27.0
471,1,22.97
451,1,27.48
244,2,130.3
75,2,75.68
74,3,224.38
449,2,35.31
288,3,237.51
264,1,37.76
471,1,15.36
471,1,11.77
270,2,94.68
471,1,12.7
110,2,59.33
449,1,57.26
471,1,15.36
471,1,30.13
471,1,42.31
90,2,216.3
20,2,237.98
471,1,222.34
471,1,21.77
4,5,457.83
331,2,73.96
471,1,29.95
471,1,16.36
383,4,260.16
458,1,75.81
471,1,38.29
471,1,15.36
471,1,11.77
471,1,29.56
248,1,125.19
40,2,52.91
471,1,47.9
471,1,9.99
469,1,57.85
471,1,15.36
60,2,104.6
460,2,56.46
320,2,49.47
213,2,84.48
415,2,122.94
113,2,151.6
207,2,137.03
471,1,14.96
18,7,671.5
471,1,11.77
471,1,27.99
471,1,24.74
385,3,75.41
231,2,370.0
471,1,14.96
471,1,16.99
471,1,25.77
471,1,13.97
471,1,14.37
98,2,58.95
471,1,29.92
471,1,12.97
471,1,13.97
471,1,13.97
471,1,26.14
64,2,90.81
346,1,77.48
348,2,59.45
27,4,431.05
430,2,79.18
466,1,117.11
38,1,34.83
471,1,13.77
248,2,46.96
471,1,27.53
471,1,30.67
435,2,63.25
428,1,52.31
471,1,14.99
284,2,106.4
58,3,124.5
19,2,36.73
471,1,25.74
471,1,27.48
135,2,90.41
471,1,15.36
275,1,49.47
434,1,33.4
158,1,42.21
471,1,20.74
441,2,191.85
468,2,49.71
319,1,42.71
316,2,89.99
221,2,242.27
2,2,117.69
471,1,21.99
164,2,48.08
424,3,680.99
62,3,227.12
470,1,44.89
470,1,28.99
1,2,98.31
8,2,72.5
98,2,40.45
410,2,51.26
212,1,112.47
383,5,241.65
277,2,220.71
337,3,180.15
470,1,41.98
470,1,42.01
470,1,15.36
188,2,69.76
470,1,12.49
470,1,9.99
470,1,13.77
470,1,11.77
470,1,26.76
470,1,34.5
470,1,13.97
470,1,26.14
470,1,11.77
17,5,513.82
470,1,17.54
469,1,28.99
456,1,27.85
470,1,51.98
470,1,9.77
470,1,135.34
364,3,158.55
43,2,81.54
470,1,30.31
470,1,15.36
15,3,91.63
149,3,162.74
366,2,78.01
69,2,32.94
469,1,23.34
470,1,17.36
216,2,65.47
32,2,110.87
470,1,36.99
49,3,285.4
470,1,14.9
84,5,347.9
470,1,135.59
195,2,31.03
28,3,316.67
30,4,366.44
143,4,296.75
470,1,47.29
462,1,51.28
411,1,86.97
465,2,100.8
456,2,35.32
470,1,11.77
470,1,26.99
470,1,27.47
469,1,76.01
122,3,174.85
11,5,775.91
470,1,32.97
36,2,222.06
419,1,92.62
454,1,28.34
296,4,316.38
229,2,176.79
97,2,219.05
103,1,65.4
465,1,27.73
470,1,38.72
385,1,16.56
470,1,11.77
470,1,15.36
